co,name,reg_name,code,pop,lat,lon
co,la chorrera,La Chorrera,29,,3.2333333,-76.4666667
co,la chorrera,La Chorrera,31,,2.8,-70.51888890000001
co,la chorrera,La Chorrera,32,,4.8391667,-72.7630556
co,la chorrera,La Chorrera,33,,4.6666667,-74.35
co,la chorrerita,La Chorrerita,33,,4.8183333,-73.8141667
co,la chorrosa,La Chorrosa,8,,1.2780556,-75.8513889
co,la chucua,La Chucua,33,,4.6,-74.2333333
co,la chula,La Chula,32,,5.5333333,-70.45
co,la chupachupa,La Chupachupa,4,,10.883333300000002,-74.85
co,la ciebita,La Ciebita,12,,8.853611099999998,-75.7461111
co,la ciega,La Ciega,12,,8.3025,-76.15138890000001
co,la cienaga,La Ciénaga,2,,6.5358333,-75.9122222
co,la cienaga,La Cienaga,6,,5.6488889,-73.9113889
co,la cienaga,La Ciénaga,12,,7.436944400000001,-75.8655556
co,la cienaga,La Cienaga,21,,8.0180556,-73.1425
co,la cienaga,La Ciénaga,32,,5.25,-72.2833333
co,la cienaguita,La Cienaguita,10,,8.3833333,-73.66666670000001
co,la cienaguita,La Ciénaguita,12,,8.6169444,-75.7841667
co,la cigarra,La Cigarra,32,,5.866666700000001,-71.45
co,la cima,La Cima,16,,3.0394444,-75.4911111
co,la cima,La Cima,29,,3.9861111000000005,-75.86138890000001
co,la cimarrona,La Cimarrona,17,,10.861666699999999,-72.8230556
co,la cimarrona,La Cimarrona,28,,3.8166667000000003,-75.55
co,la cira,La Cira,10,,9.308611099999998,-73.92944440000001
co,la cira,La Cira,26,,6.138611099999999,-73.28777779999999
co,lacita,Lacita,6,,5.6897222,-74.1066667
co,la cita,La Cita,33,,4.75,-74.0333333
co,la citania,La Citania,26,,5.848611099999999,-73.9938889
co,la ciudad,La Ciudad,32,,5.4333333,-72.33333329999999
co,la clara,La Clara,2,,5.6005556,-75.8955556
co,la clarita,La Clarita,2,,6.0833333,-75.7
co,la clavellina,La Clavellina,26,,6.7833333,-73.65
co,la clenaga,La Clenaga,29,,3.6677777999999996,-76.44666670000001
co,la coca,La Coca,29,,3.9016667000000003,-75.9516667
co,la cocha,La Cocha,9,,1.8166667,-77.1194444
co,la cocha,La Cocha,20,,1.1166667,-77.2666667
co,la coda,La Coda,29,,3.9013888999999997,-75.9516667
co,la codicia,La Codicia,12,,8.1666667,-76.1
co,la colachera,La Colachera,28,,3.905,-75.5594444
co,la colcha,La Colcha,32,,4.5025,-72.86972220000001
co,la colina,La Colina,21,,8.5261111,-72.6416667
co,la colina,La Colina,26,,6.3508333,-73.3022222
co,la colmena,La Colmena,2,,6.5336111,-75.7883333
co,la colmena,La Colmena,6,,5.7480556,-73.75027779999999
co,la colmena,La Colmena,33,,5.741666700000001,-74.37472220000001
co,la colombia,La Colombia,18,,10.566666699999999,-74.2166667
co,la colonia,La Colonia,5,,9.2,-74.41666670000001
co,la colonia,La Colonia,6,,4.8758333,-73.055
co,la colonia,La Colonia,17,,10.4983333,-72.95638890000001
co,la colonia,La Colonia,19,,4.0166667,-73.1
co,la colonia,La Colonia,26,,6.3508333,-73.3022222
co,la colonia,La Colonia,28,,3.8813888999999997,-74.5666667
co,la colonia,La Colonia,29,,4.0666667,-76.1333333
co,la colonia,La Colonia,31,,5.5833333,-70.1833333
co,la colonia,La Colonia,32,,5.4333333,-72.08333329999999
co,la colorada,La Colorada,16,,2.4033333,-75.87472220000001
co,la colorada,La Colorada,21,,7.446388900000001,-72.46055559999999
co,la colorada,La Colorada,26,,6.7833333,-73.4
co,la colorada,La Colorada,28,,4.0766667000000005,-75.28361109999999
co,la colorada,La Colorada,33,,4.45,-74.66666670000001
co,la coloradas,La Coloradas,6,,5.7166667,-73.4333333
co,la comarca,La Comarca,32,,4.6441667,-72.8530556
co,la comba,La Comba,2,,7.146111099999999,-75.3797222
co,la comba,La Comba,33,,4.2572222,-73.16888890000001
co,la comoda,La Comoda,6,,5.7983332999999995,-74.09388890000001
co,la compania,La Compañía,10,,9.5,-74.0166667
co,la compania,La Compañía,12,,8.583333300000001,-75.41666670000001
co,la compuerta,La Compuerta,5,,10.3,-74.95
co,la comunidad,La Comunidad,20,,0.9277778,-77.69277779999999
co,la concepcion de guajui,La Concepción de Guajuí,9,,2.625,-77.71888890000001
co,la concepcion,La Concepción,4,,10.666666699999999,-74.8
co,la concepcion,La Concepción,5,,10.3,-75.25
co,la concepcion,La Concepción,9,,1.9833333,-76.8
co,la concepcion,La Concepción,11,,4.9733333,-76.68472220000001
co,la concepcion,La Concepción,12,,8.9,-75.2166667
co,la concepcion,La Concepción,18,,10.5,-74.58333329999999
co,la concepcion,La Concepción,19,,4.0666667,-73.7333333
co,la concepcion,La Concepción,20,,1.1166667,-77.3
co,la concepcion,La Concepción,21,,8.2705556,-73.3255556
co,la concepcion,La Concepción,26,,5.7875,-73.6605556
co,la concepcion,La Concepción,27,,8.416666699999999,-74.7333333
co,la concepcion,La Concepción,29,,3.1758333,-77.1352778
co,la concepcion,La Concepción,33,,4.9333333,-74.05
co,la concha,La Concha,2,,5.7369444000000005,-75.82166670000001
co,la concordia,La Concordia,18,,10.6,-74.7166667
co,la concordia,La Concordia,19,,2.6794444,-72.7608333
co,la concordia,La Concordia,20,,0.8575,-77.6275
co,la concordia,La Concordia,33,,4.8,-73.9833333
co,la coneja,La Coneja,16,,3.3166667000000003,-75.2333333
co,la conformidad,La Conformidad,18,,9.6572222,-73.9116667
co,la congaja,La Congaja,6,,5.5208333,-73.68861109999999
co,la conquista,La Conquista,3,,6.943611099999999,-71.0594444
co,la conquista,La Conquista,18,,9.583333300000001,-74.4
co,la conquista,La Conquista,19,,4.2388889,-72.7394444
co,la conquista,La Conquista,32,,4.3655555999999995,-72.49416670000001
co,la consolida,La Consolida,29,,4.6,-76.15
co,la conspiracion,La Conspiración,2,,7.079722200000001,-75.4141667
co,la constancia,La Constancia,2,,7.278888900000001,-75.47916670000001
co,la constancia,La Constancia,18,,10.083333300000001,-73.9333333
co,la constancia,La Constancia,21,,8.451388900000001,-73.1475
co,la constancia,La Constancia,32,,5.85,-70.9666667
co,la constancia,La Constancia,33,,4.2486111,-74.2705556
co,la consulta,La Consulta,10,,9.516666699999998,-73.8
co,la consulta,La Consulta,19,,4.259722200000001,-72.6475
co,la consulta,La Consulta,32,,4.7372222,-72.17222220000001
co,la convalencencia,La Convalencencia,20,,0.9294444,-77.7741667
co,la convencion,La Convención,2,,6.879722200000001,-75.64111109999999
co,la cooperativa,La Cooperativa,19,,3.3883332999999998,-73.5927778
co,la copa,La Copa,2,,7.226944400000001,-75.7505556
co,la copa,La Copa,26,,5.9619444,-74.0261111
co,la copa,La Copa,32,,5.25,-72.4833333
co,la coposa,La Coposa,2,,7.396388900000001,-75.2919444
co,la coquera,La Coquera,12,,8.4,-75.33333329999999
co,la coquera,La Coquera,24,,5.0175,-75.91888890000001
co,la coquera,La Coquera,26,,6.7033333,-73.8833333
co,la coqueta,La Coqueta,29,,4.2063889,-75.93722220000001
co,la corcova,La Corcova,26,,7.143055599999999,-73.0222222
co,la cordialdad,La Cordialdad,4,,10.9088889,-74.88
co,la cordialidad,La Cordialidad,3,,6.690277799999999,-70.6813889
co,la cordillera,La Cordillera,2,,6.2833333,-75.91666670000001
co,la cornelia,La Cornelia,29,,4.4377778,-76.0075
co,la corocita,La Corocita,12,,8.683333300000001,-75.41666670000001
co,la corona,La Corona,2,,7.633333299999999,-74.66666670000001
co,la corona,La Corona,18,,10.55,-74.2333333
co,la coronilla,La Coronilla,9,,2.5480556,-76.6227778
co,la coronillo,La Coronillo,29,,4.0575,-75.9233333
co,la corraleja,La Corraleja,6,,5.6658333,-73.7230556
co,la correa,La Correa,3,,6.3333333,-70.8833333
co,la cortada,La Cortada,2,,6.73,-75.55722220000001
co,la cortes,La Cortés,24,,5.0608333,-75.9547222
co,la cortina,La Cortina,26,,6.8908333,-73.8472222
co,la costa,La Costa,5,,9.0847222,-74.3766667
co,la cotuda,La Cotuda,6,,5.2333333,-72.95
co,la courrita,La Courrita,17,,11.495833300000001,-72.9161111
co,la cristalina,La Cristalina,2,,7.2166667,-74.41666670000001
co,la cristalina,La Cristalina,6,,5.8288889,-74.32055559999999
co,la cristalina,La Cristalina,7,,5.055,-75.9255556
co,la cristalina,La Cristalina,19,,2.1833332999999997,-73.8833333
co,la cristalina,La Cristalina,23,,4.575,-75.64805559999999
co,la cristalina,La Cristalina,26,,6.8555556,-73.7727778
co,la cristalina,La Cristalina,28,,3.3605556000000005,-75.60638890000001
co,la cristalina,La Cristalina,29,,3.6113888999999997,-76.0322222
co,la cristina,La Cristina,7,,5.4886111,-75.7594444
co,la cristina,La Cristina,18,,9.9380556,-74.45138890000001
co,la critica,La Crítica,29,,4.1863889,-75.85638890000001
co,la cruces,La Cruces,33,,4.3625,-73.4569444
co,la cruzada,La Cruzada,2,,7.0666667,-74.7
co,la cruz de jinete,La Cruz de Jinete,5,,10.1,-75.3666667
co,la cruz del guayabo,La Cruz del Guayabo,12,,9.1,-75.5333333
co,la cruz de los caminos,La Cruz de Los Caminos,26,,6.2077778,-73.48111109999999
co,la cruz,La Cruz,2,,5.866666700000001,-75.6683333
co,la cruz,La Cruz,4,,10.483333300000002,-74.8833333
co,la cruz,La Cruz,5,,8.2333333,-73.91666670000001
co,la cruz,La Cruz,6,,5.9,-73.2333333
co,la cruz,La Cruz,9,,2.6263889,-76.7438889
co,la cruz,La Cruz,12,,8.05,-74.9666667
co,la cruz,La Cruz,18,,10.5333333,-74.7333333
co,la cruz,La Cruz,20,8752.0,1.6047221999999999,-76.9741667
co,la cruz,La Cruz,21,,8.0830556,-73.2238889
co,la cruz,La Cruz,24,,4.885,-75.65861109999999
co,la cruz,La Cruz,27,,9.15,-75.33333329999999
co,la cruz,La Cruz,28,,3.395,-74.8947222
co,la cuadra,La Cuadra,18,,10.45,-74.15
co,la cuba,La Cuba,18,,10.95,-74.2
co,la cubana,La Cubana,12,,8.2144444,-76.0725
co,la cubanita,La Cubanita,6,,5.6666667,-73.3
co,la cubierta,La Cubierta,32,,5.0166667,-72.58333329999999
co,la cuchilla,La Cuchilla,4,,10.85,-74.8666667
co,la cuchilla,La Cuchilla,6,,5.758333299999999,-73.5105556
co,la cuchilla,La Cuchilla,7,,5.5022222,-75.61138890000001
co,la cuchilla,La Cuchilla,9,,1.7111111,-77.0127778
co,la cuchilla,La Cuchilla,16,,2.0144444,-75.9680556
co,la cuchilla,La Cuchilla,20,,1.5125,-77.2275
co,la cuchilla,La Cuchilla,21,,7.7166667,-72.6166667
co,la cuchilla,La Cuchilla,29,,4.1083333,-76.35722220000001
co,la cucilla,La Cucilla,2,,6.663888900000001,-75.6055556
co,la cuelga,La Cuelga,2,,5.8019444,-75.8788889
co,la cuellar,La Cuellar,16,,2.3658333,-75.5791667
co,la cuesta,La Cuesta,33,,4.8166667,-74.7666667
co,la cuestecita,La Cuestecita,17,,11.1772222,-72.6141667
co,la cueva del diablo,La Cueva del Diablo,28,,3.9325,-75.2927778
co,la cueva,La Cueva,2,,6.3,-75.8833333
co,la cueva,La Cueva,6,,6.4166667,-72.35
co,la cueva,La Cueva,17,,10.878333300000001,-72.76361109999999
co,la cueva,La Cueva,18,,10.4666667,-73.58333329999999
co,la cueva,La Cueva,20,,1.4166667,-77.05
co,la cueva,La Cueva,26,,6.75,-72.8
co,la cueva,La Cueva,28,,3.7647222,-75.4327778
co,la culebra,La Culebra,2,,6.8333333,-75.3166667
co,la culebra,La Culebra,12,,9.05,-75.75
co,la culebra,La Culebra,19,,4.2825,-72.7047222
co,la culebra,La Culebra,28,,3.4869443999999996,-74.9980556
co,la culebra,La Culebra,31,,6.098611099999999,-69.3866667
co,la cumbe,La Cumbe,29,,3.6538888999999997,-76.57222220000001
co,la cumbre,La Cumbre,9,,1.9166667000000002,-76.95
co,la cumbre,La Cumbre,16,,2.6819444,-75.6608333
co,la cumbre,La Cumbre,24,,5.005,-75.9869444
co,la cumbre,La Cumbre,28,,3.8783333,-75.64527779999999
co,la cumbre,La Cumbre,29,2432.0,3.7225,-76.02083329999999
co,la cumbre,La Cumbre,33,,4.5325,-73.8347222
co,la cuna,La Cuña,18,,9.7,-74.4666667
co,la cunchalita,La Cunchalita,6,,5.7291667,-74.25916670000001
co,la curacica,La Curacica,21,,8.2236111,-73.1808333
co,la curana,La Curana,27,,9.45,-75.4333333
co,la curiquinga,La Curiquinga,20,,0.8544444,-77.7069444
co,la curva,La Curva,10,,9.558888900000001,-73.3558333
co,la curva,La Curva,21,,8.0625,-73.2113889
co,la curva,La Curva,26,,5.8836110999999995,-73.885
co,la curva,La Curva,28,,3.8344443999999998,-75.0608333
co,la dalia,La Dalia,3,,6.2666667,-70.9333333
co,la dalia,La Dalia,21,,8.2697222,-72.42527779999999
co,la dalia,La Dalia,26,,5.8741667,-73.9413889
co,la danta,La Danta,10,,9.910833300000002,-73.3730556
co,la danta,La Danta,18,,10.281111099999999,-74.7533333
co,la danta,La Danta,28,,4.85,-75.2166667
co,la defensa,La Defensa,3,,6.35,-70.8166667
co,la defensa,La Defensa,31,,5.5666667,-70.1
co,la defensa,La Defensa,32,,5.05,-72.25
co,la delfa,La Delfa,24,,5.1902778,-75.8644444
co,la delfina,La Delfina,29,,3.8333333,-76.8
co,la delicia,La Delicia,19,,3.3186111000000005,-74.0483333
co,la delicia,La Delicia,28,,4.133333299999999,-74.9833333
co,la democracia,La Democracia,10,,9.818611099999998,-73.4083333
co,la depresion,La Depresión,9,,2.1833332999999997,-76.83333329999999
co,ladera de la travesia,Ladera de La Travesía,5,,9.0222222,-74.635
co,la derrota,La Derrota,3,,6.5833333,-71.75
co,la descubierta,La Descubierta,2,,7.3205556,-75.8105556
co,la desgracia,La Desgracia,3,,6.95,-70.5666667
co,la despensa,La Despensa,6,,5.87,-73.5116667
co,la despensa,La Despensa,9,,1.7261111,-77.2452778
co,la despensa,La Despensa,17,,10.766666699999998,-73.2
co,la despensa,La Despensa,20,,1.8286111,-77.3086111
co,la despensa,La Despensa,24,,5.023055599999999,-75.96611109999999
co,la despensa,La Despensa,26,,6.233055599999999,-73.09222220000001
co,la despensa,La Despensa,29,,4.5,-76.15
co,la despensa,La Despensa,32,,5.25,-72.41666670000001
co,la diamante,La Diamante,21,,8.377777799999999,-72.4183333
co,la diana,La Diana,29,,3.3333333,-76.1833333
co,la diana,La Diana,33,,4.6602778,-73.5308333
co,la dicha,La Dicha,5,,7.9833333,-74.08333329999999
co,la dicha,La Dicha,6,,5.5036111,-73.9288889
co,la dicha,La Dicha,12,,8.65,-75.86527779999999
co,la dicha,La Dicha,18,,9.4025,-74.5975
co,la divisa,La Divisa,18,,9.575833300000001,-73.9263889
co,la divisa,La Divisa,24,,5.1980556,-75.84638890000001
co,la divisa,La Divisa,28,,4.2677778,-75.3305556
co,la division,La División,21,,8.1675,-73.24638890000001
co,la doctrina,La Doctrina,12,,9.3,-75.9
co,la dolores,La Dolores,29,,3.5036111000000005,-76.47527779999999
co,la dolorosa,La Dolorosa,20,,0.9091667,-77.6852778
co,la dominga,La Dominga,6,,5.883333299999999,-74.6166667
co,la dominga,La Dominga,9,,3.1,-76.4
co,la donjuana,La Donjuana,21,,7.7,-72.6
co,la dorada,La Dorada,2,,6.8205556,-75.5280556
co,la dorada,La Dorada,5,,8.35,-74.4833333
co,la dorada,La Dorada,6,,4.8380556,-73.1416667
co,la dorada,La Dorada,7,81951.0,5.4522222000000005,-74.6691667
co,la dorada,La Dorada,12,,8.868888900000002,-76.0838889
co,la dorada,La Dorada,21,,7.55,-72.6166667
co,la dorada,La Dorada,22,,0.33944440000000003,-76.88305559999999
co,la dorada,La Dorada,26,,6.4166667,-74.08333329999999
co,la dorada,La Dorada,29,,4.1786111,-75.88472220000001
co,la dorada,La Dorada,32,,4.8166667,-72.2833333
co,la dormida,La Dormida,20,,1.8916667,-77.3169444
co,la dormida,La Dormida,32,,6.15,-71.1333333
co,la dorminga,La Dorminga,6,,5.883333299999999,-74.6166667
co,la draga,La Draga,12,,8.948611099999999,-75.7225
co,ladrilleros,Ladrilleros,29,,3.65,-76.9333333
co,ladrillos,Ladrillos,5,,9.153333300000002,-74.39138890000001
co,la duda,La Duda,12,,8.5158333,-75.8855556
co,la duda,La Duda,17,,10.808333300000001,-72.89611109999998
co,la dudita,La Dudita,17,,10.5,-72.96472220000001
co,la durana,La Durana,26,,6.2002778,-73.34111109999999
co,la economia,La Economía,10,,10.3,-73.2666667
co,la edilde,La Edilde,7,,5.6561110999999995,-75.5233333
co,la eglantina,La Eglantina,28,,3.3327777999999997,-75.6125
co,la elba,La Elba,33,,5.05,-73.9833333
co,la elevacion,La Elevación,3,,6.981111099999999,-71.0902778
co,la elida,La Elida,26,,5.884722200000001,-73.9966667
co,la eliecer,La Eliecer,29,,3.1569444,-76.6469444
co,la elisa,La Elisa,18,,11.0333333,-74.2
co,la elisa,La Elisa,28,,4.4705556,-75.1011111
co,la eliza,La Eliza,28,,4.4705556,-75.1011111
co,la elsa,La Elsa,29,,3.5797222,-76.7816667
co,la elvira,La Elvira,10,,10.483333300000002,-73.2666667
co,la elvira,La Elvira,28,,4.0241667,-75.5647222
co,la elvira,La Elvira,29,,3.5194444,-76.59861109999999
co,la emilia,La Emilia,9,,2.7297222000000003,-75.9730556
co,la emilia,La Emilia,29,,3.7347222,-76.2491667
co,la empalizada,La Empalizada,20,,0.9005556,-77.8116667
co,la empresa,La Empresa,9,,2.6072222000000003,-76.8491667
co,la encarnacion,La Encarnación,2,,6.4666667,-76.2
co,la enea,La Enea,5,,10.066666699999999,-74.9333333
co,la enea,La Enea,7,,5.0333333,-75.45
co,la enea,La Enea,16,,2.3536111,-75.6380556
co,la enea,La Enea,17,,11.333333300000001,-73.2
co,la enganera,La Engañera,2,,7.438611099999999,-76.54
co,la ensenada,La Ensenada,9,,3.0144444,-77.42527779999999
co,la ensenada,La Ensenada,12,,8.74,-75.7422222
co,la ensenada,La Ensenada,18,,9.816666699999999,-74.2166667
co,la ensenada,La Ensenada,20,,2.7,-78.08333329999999
co,la ensillada,La Ensillada,16,,2.3711111000000002,-75.62638890000001
co,la ensillada,La Ensillada,28,,3.7058332999999997,-74.7927778
co,la envidia,La Envidia,5,,8.0,-73.9
co,la envidia,La Envidia,12,,8.909166699999998,-75.5538889
co,la envidia,La Envidia,17,,10.659166699999998,-72.9911111
co,la envidia,La Envidia,18,,10.0333333,-73.9333333
co,la envidia,La Envidia,26,,6.822777799999999,-73.94
co,la erica,La Erica,3,,6.758611099999999,-70.6211111
co,la erinita,La Erinita,33,,5.5525,-73.8366667
co,la ermita,La Ermita,12,,8.853333300000001,-75.6852778
co,la ermita,La Ermita,16,,2.3086111000000002,-75.8275
co,la ermita,La Ermita,21,,8.182777799999998,-73.315
co,la ermita,La Ermita,29,,3.9647222,-75.87138890000001
co,la ermita,La Ermita,33,,4.633333299999999,-74.33333329999999
co,la escalera,La Escalera,20,,0.9047221999999999,-77.8225
co,la escalera,La Escalera,28,,4.4597222,-75.4869444
co,la escuadra,La Escuadra,6,,5.8402778,-74.32388890000001
co,la escuadra,La Escuadra,18,,10.45,-74.15
co,la escuadra,La Escuadra,21,,8.615277800000001,-72.9225
co,la escudilla,La Escudilla,3,,6.5447222,-70.4105556
co,la escuela,La Escuela,18,,9.5,-74.25
co,la escuilla,La Escuilla,26,,5.875,-73.89583329999999
co,la esmeraida,La Esmeraida,26,,6.6797222000000005,-73.73138890000001
co,la esmeralda,La Esmeralda,2,,6.3466667,-74.8086111
co,la esmeralda,La Esmeralda,3,,6.0786111,-69.9019444
co,la esmeralda,La Esmeralda,4,,10.566666699999999,-74.9333333
co,la esmeralda,La Esmeralda,5,,10.583333300000001,-75.4333333
co,la esmeralda,La Esmeralda,6,,5.8572222,-74.3972222
co,la esmeralda,La Esmeralda,7,,5.0327778,-75.73111109999999
co,la esmeralda,La Esmeralda,8,,1.2952778,-75.7505556
co,la esmeralda,La Esmeralda,9,,2.8188889,-76.56388890000001
co,la esmeralda,La Esmeralda,10,,9.495,-73.91888890000001
co,la esmeralda,La Esmeralda,12,,7.378611099999999,-75.9666667
co,la esmeralda,La Esmeralda,16,,2.0825,-75.6622222
co,la esmeralda,La Esmeralda,18,,10.2166667,-74.3
co,la esmeralda,La Esmeralda,19,,3.3241667,-74.0355556
co,la esmeralda,La Esmeralda,21,,8.283055599999999,-72.4030556
co,la esmeralda,La Esmeralda,23,,4.1925,-75.8080556
co,la esmeralda,La Esmeralda,26,,5.8077778,-73.62638890000001
co,la esmeralda,La Esmeralda,27,,8.7,-74.8833333
co,la esmeralda,La Esmeralda,28,,3.2341667000000003,-75.6483333
co,la esmeralda,La Esmeralda,29,,3.5594443999999994,-76.3822222
co,la esmeralda,La Esmeralda,32,,4.6194444,-72.7
co,la esmeralda,La Esmeralda,33,,4.4113889,-73.29861109999999
co,la esneda,La Esneda,29,,3.75,-76.3086111
co,la espalda,La Espalda,6,,5.5641667,-73.88972220000001
co,la espanola,La Española,19,,2.9275,-73.6455556
co,la espanola,La Española,23,,4.4833333,-75.7
co,la esperancita,La Esperancita,16,,2.1552778,-75.58111109999999
co,la esperanza,La Esperanza,2,,6.1833333,-74.7136111
co,la esperanza,La Esperanza,3,,6.161111099999999,-69.9816667
co,la esperanza,La Esperanza,4,,10.666666699999999,-75.0333333
co,la esperanza,La Esperanza,5,,10.0333333,-75.1833333
co,la esperanza,La Esperanza,6,,4.7008333,-73.1333333
co,la esperanza,La Esperanza,7,,5.0316667,-75.91
co,la esperanza,La Esperanza,8,,0.6,-74.45
co,la esperanza,La Esperanza,9,,2.5266667000000003,-76.66638890000002
co,la esperanza,La Esperanza,10,,10.116666699999998,-73.3666667
co,la esperanza,La Esperanza,11,,5.25,-76.41666670000001
co,la esperanza,La Esperanza,12,,8.0905556,-76.19666670000001
co,la esperanza,La Esperanza,14,,1.2894444,-71.9922222
co,la esperanza,La Esperanza,16,,2.0713889,-75.9272222
co,la esperanza,La Esperanza,17,,10.6775,-72.775
co,la esperanza,La Esperanza,18,,10.416666699999999,-73.55
co,la esperanza,La Esperanza,19,,3.4022222,-74.0563889
co,la esperanza,La Esperanza,20,,0.9066666999999999,-77.5894444
co,la esperanza,La Esperanza,21,2718.0,8.1666667,-72.4666667
co,la esperanza,La Esperanza,23,,4.1741667,-75.8116667
co,la esperanza,La Esperanza,24,,4.8072222,-75.81277779999999
co,la esperanza,La Esperanza,26,,5.384722200000001,-73.6883333
co,la esperanza,La Esperanza,27,,8.3666667,-73.75
co,la esperanza,La Esperanza,28,,3.4572222000000004,-75.8475
co,la esperanza,La Esperanza,29,,3.215,-76.56277779999999
co,la esperanza,La Esperanza,31,,3.59,-69.89972220000001
co,la esperanza,La Esperanza,32,,4.4288889000000005,-72.35861109999999
co,la esperanza,La Esperanza,33,,4.073611100000001,-74.4255556
co,la esperaza,La Esperaza,12,,8.86,-76.1166667
co,la esperaza,La Esperaza,33,,4.8183333,-73.8577778
co,la espriella,La Espriella,20,,1.4691667,-78.6405556
co,la espumosa,La Espumosa,26,,6.2441667,-73.03388890000001
co,la estacion,La Estación,2,,8.5786111,-76.34638890000001
co,la estacion,La Estación,3,,6.4755556,-71.5822222
co,la estacion,La Estación,5,,9.161666699999998,-74.8325
co,la estacion,La Estación,6,,5.7833333,-73.2166667
co,la estacion,La Estación,10,,9.2341667,-73.8766667
co,la estacion,La Estación,18,,10.05,-73.91666670000001
co,la estacion,La Estación,26,,6.545,-73.65222220000001
co,la estacion,La Estación,28,,3.3702777999999998,-75.5933333
co,la estacion,La Estación,29,,3.9002778,-75.9330556
co,la estacion,La Estación,32,,4.7833333,-73.01222220000001
co,la estacion vieja,La Estación Vieja,18,,10.05,-73.91666670000001
co,la estampa,La Estampa,3,,6.7216667,-70.6866667
co,la estampa,La Estampa,21,,8.3902778,-73.245
co,la estancia,La Estancia,2,,6.686111099999999,-75.76611109999999
co,la estancia,La Estancia,9,,1.7525,-77.2641667
co,la estancia,La Estancia,12,,9.0333333,-75.3166667
co,la estancia,La Estancia,17,,10.5972222,-72.9683333
co,la estancia,La Estancia,20,,1.5152778,-77.2325
co,la estancia,La Estancia,21,,8.2758333,-72.45277779999999
co,la estancia,La Estancia,27,,9.35,-75.41666670000001
co,la estancia,La Estancia,29,,3.5352778,-76.355
co,la estancia,La Estancia,33,,4.8527778,-73.8252778
co,la estancia vieja,La Estancia Vieja,18,,10.05,-73.91666670000001
co,la estepa,La Estepa,6,,5.5402778,-73.7641667
co,la esterlina,La Esterlina,26,,6.2355556,-73.4202778
co,la estralla,La Estralla,29,,4.0122222,-76.1108333
co,la estrelia,La Estrelia,29,,3.7711111000000006,-76.4594444
co,la estrella dos,La Estrella dos,2,,7.7169444,-76.6675
co,la estrella,La Estrella,2,49387.0,6.1605555999999995,-75.6469444
co,la estrella,La Estrella,5,,8.983333300000002,-74.3666667
co,la estrella,La Estrella,6,,5.9255556,-74.28805559999999
co,la estrella,La Estrella,7,,5.2030556,-75.64388890000001
co,la estrella,La Estrella,8,,2.3888889,-74.8966667
co,la estrella,La Estrella,9,,2.9336111000000002,-76.73111109999999
co,la estrella,La Estrella,10,,9.25,-73.58333329999999
co,la estrella,La Estrella,12,,8.7769444,-76.06277779999999
co,la estrella,La Estrella,16,,2.1663889,-75.9313889
co,la estrella,La Estrella,17,,11.0047222,-72.5647222
co,la estrella,La Estrella,18,,10.1,-74.5
co,la estrella,La Estrella,21,,8.489166699999998,-73.42
co,la estrella,La Estrella,24,,4.9280555999999995,-75.67361109999999
co,la estrella,La Estrella,26,,6.4547222,-73.3908333
co,la estrella,La Estrella,27,,8.616666699999998,-74.8666667
co,la estrella,La Estrella,28,,3.2813888999999996,-75.6636111
co,la estrella,La Estrella,29,,3.85,-76.4533333
co,la estrella,La Estrella,33,,4.9666667,-74.58333329999999
co,la estrellita,La Estrellita,16,,2.1825,-75.8861111
co,la estrellita,La Estrellita,26,,6.839722200000001,-73.93611109999999
co,la europa,La Europa,10,,9.9144444,-73.3211111
co,la evidencia,La Evidencia,10,,9.044166699999998,-73.6380556
co,la evidencia,La Evidencia,18,,10.566666699999999,-74.33333329999999
co,la expansion,La Expansión,26,,6.9230556,-73.69
co,la experiencia,La Experiencia,10,,9.541111099999998,-74.04638890000001
co,la experiencia,La Experiencia,18,,9.7338889,-74.14138890000001
co,la fabiana,La Fabiana,2,,5.6663889,-75.6380556
co,la fabiola,La Fabiola,2,,6.4744444,-74.5008333
co,la falla,La Falla,16,,2.3763889,-75.5797222
co,la fallita,La Fallita,19,,4.1033333,-73.29777779999999
co,la falua,La Falúa,26,,6.2166667,-73.4833333
co,la far,La Far,28,,4.2247222,-75.0758333
co,la farsalia,La Farsalia,3,,6.3166667,-70.5666667
co,la faustina,La Faustina,28,,3.3647222,-75.6205556
co,la fe,La Fe,2,,6.2666667,-74.5333333
co,la fe,La Fe,7,,5.7166667,-74.65
co,la fe,La Fe,10,,9.9125,-73.2541667
co,la fe,La Fe,18,,10.866666699999998,-74.16666670000001
co,la fe,La Fe,26,,7.0080556,-73.35972220000001
co,la fe,La Fe,29,,3.7922222000000003,-76.31388890000001
co,la felicidad,La Felicidad,18,,9.366666699999998,-74.16666670000001
co,la felicidad,La Felicidad,26,,6.9669444,-73.90638890000001
co,la felisa,La Felisa,7,,5.35,-75.6
co,la feliza,La Feliza,7,,5.35,-75.6
co,la feria,La Feria,5,,7.6666667,-74.41666670000001
co,la feria,La Feria,32,,4.7783333,-73.03361109999999
co,la ferreira,La Ferreira,16,,3.2494444,-75.2436111
co,la ferreira,La Ferreira,29,,3.1533333,-76.6336111
co,la ferreria,La Ferrería,33,,5.15,-74.16666670000001
co,la figueroa,La Figueroa,33,,4.3333333,-74.8166667
co,la fijansa,La Fijansa,3,,6.3166667,-70.25
